"user_id","first_name","last_name","date_start","date_end","ctc","net_pay","gross_pay","data_salary_basic_rate","data_salary_basic_type","currency","status","created_at"
"88348","","",2022-04-01,2022-04-30,2069295.0,2069295.0,2069295.0,2000000,monthly,IDR,approved,2022-05-05 05:12:53.000
"74049","","",2022-04-01,2022-04-30,1867178.0,1867178.0,1867178.0,1800000,monthly,IDR,approved,2022-05-05 05:14:15.000
"74465","","",2022-04-01,2022-04-30,1090251.0,1090251.0,1090251.0,45000,daily,IDR,approved,2022-05-05 05:16:21.000
"93607","","",2022-04-01,2022-04-30,234000.0,234000.0,234000.0,120000,daily,IDR,approved,2022-05-05 05:17:09.000
"83888","","",2022-04-01,2022-04-30,1686109.0,1686109.0,1686109.0,65000,daily,IDR,approved,2022-05-05 05:17:48.000
"74053","","",2022-04-01,2022-04-30,3610379.0,3610379.0,3610379.0,3500000,monthly,IDR,approved,2022-05-05 05:20:09.000
"83902","","",2022-04-01,2022-04-30,2758288.0,2758288.0,2758288.0,2810000,monthly,IDR,approved,2022-05-05 05:31:08.000
"84541","","",2022-04-01,2022-04-30,3988507.0,3988507.0,3988507.0,3500000,monthly,IDR,approved,2022-05-05 05:31:52.000
"83885","","",2022-04-01,2022-04-30,3100000.0,3100000.0,3100000.0,3000000,monthly,IDR,approved,2022-05-05 05:33:36.000
"74461","","",2022-04-01,2022-04-30,3243554.0,3243554.0,3243554.0,3000000,monthly,IDR,approved,2022-05-05 05:34:26.000
"74639","","",2022-04-01,2022-04-30,600000.0,600000.0,600000.0,40000,daily,IDR,approved,2022-05-05 05:36:10.000
"74042","","",2022-04-01,2022-04-30,2837882.74,2837882.74,2837882.74,2750000,monthly,IDR,approved,2022-05-05 05:36:44.000
"74556","","",2022-04-01,2022-04-30,1815912.0,1815912.0,1815912.0,1800000,monthly,IDR,approved,2022-05-05 05:37:07.000
"88357","","",2022-04-01,2022-04-30,1395000.0,1395000.0,1395000.0,1500000,monthly,IDR,approved,2022-05-05 05:37:54.000
"75834","","",2022-04-01,2022-04-30,0.0,0.0,0.0,120000,daily,IDR,approved,2022-05-05 05:38:43.000
"74054","","",2022-04-01,2022-04-30,1043228.0,1043228.0,1043228.0,45000,daily,IDR,approved,2022-05-05 05:39:00.000
"75218","","",2022-05-01,2022-05-31,668195.33333333,668195.33,668195.33333333,15000,hourly,IDR,approved,2022-06-03 21:37:24.000
"74053","","",2022-05-01,2022-05-31,3592349.0,3592349.0,3592349.0,3500000,monthly,IDR,approved,2022-06-10 07:33:35.000
"84541","","",2022-05-01,2022-05-31,3980861.0,3980861.0,3980861.0,3500000,monthly,IDR,approved,2022-06-10 07:35:19.000
"87864","","",2022-05-01,2022-05-31,5111810.0,5111810.0,5111810.0,3500000,monthly,IDR,approved,2022-06-10 07:36:33.000
"74052","","",2022-05-01,2022-05-31,1837992.0,1837992.0,1837992.0,1800000,monthly,IDR,approved,2022-06-10 07:38:29.000
"74049","","",2022-05-01,2022-05-31,1920912.0,1920912.0,1920912.0,1800000,monthly,IDR,approved,2022-06-10 07:39:24.000
"74050","","",2022-05-01,2022-05-31,1801082.74,1801082.74,1801082.74,1800000,monthly,IDR,approved,2022-06-10 07:40:30.000
"79738","","",2022-05-01,2022-05-31,1841842.74,1841842.74,1841842.74,1800000,monthly,IDR,approved,2022-06-10 07:42:16.000
"79765","","",2022-05-01,2022-05-31,2317762.74,2317762.74,2317762.74,1800000,monthly,IDR,approved,2022-06-10 07:43:29.000
"74461","","",2022-05-01,2022-05-31,2996515.0,2996515.0,2996515.0,3000000,monthly,IDR,approved,2022-06-10 07:44:12.000
"74042","","",2022-05-01,2022-05-31,2837882.74,2837882.74,2837882.74,2750000,monthly,IDR,approved,2022-06-10 07:45:22.000
"74556","","",2022-05-01,2022-05-31,1741270.0,1741270.0,1741270.0,1800000,monthly,IDR,approved,2022-06-10 07:46:02.000
"83885","","",2022-05-01,2022-05-31,3007472.0,3007472.0,3007472.0,3000000,monthly,IDR,approved,2022-06-10 07:46:44.000
"83884","","",2022-05-01,2022-05-31,2988965.0,2988965.0,2988965.0,3000000,monthly,IDR,approved,2022-06-10 07:47:06.000
"83902","","",2022-05-01,2022-05-31,2722894.0,2722894.0,2722894.0,2810000,monthly,IDR,approved,2022-06-10 07:51:37.000
"88348","","",2022-05-01,2022-05-31,2632856.74,2632856.74,2632856.74,2620000,monthly,IDR,approved,2022-06-10 07:54:37.000
"88357","","",2022-05-01,2022-05-31,1807882.74,1807882.74,1807882.74,1920000,monthly,IDR,approved,2022-06-10 07:57:13.000
"83888","","",2022-05-01,2022-05-31,1824397.74,1824397.74,1824397.74,1920000,monthly,IDR,approved,2022-06-10 07:57:31.000
"74465","","",2022-05-01,2022-05-31,1087684.0,1087684.0,1087684.0,45000,daily,IDR,approved,2022-06-10 07:58:13.000
"74639","","",2022-05-01,2022-05-31,640000.0,640000.0,640000.0,40000,daily,IDR,approved,2022-06-10 07:59:00.000
"74054","","",2022-05-01,2022-05-31,1090835.0,1090835.0,1090835.0,45000,daily,IDR,approved,2022-06-10 07:59:14.000
"90377","","",2022-05-01,2022-05-31,1895000.0,1895000.0,1895000.0,1500000,monthly,IDR,approved,2022-06-10 08:00:55.000
"90711","","",2022-05-01,2022-05-31,1092935.0,1092935.0,1092935.0,65000,daily,IDR,approved,2022-06-10 08:02:58.000
"92930","","",2022-05-01,2022-05-31,825000.0,825000.0,825000.0,55000,daily,IDR,approved,2022-06-10 08:05:32.000
"120666","","",2022-06-01,2022-06-30,2538494.0,2538494.0,2538494.0,2500000,monthly,IDR,approved,2022-06-10 08:08:48.000
"120666","","",2022-05-01,2022-05-31,2000000.0,2000000.0,2000000.0,2500000,monthly,IDR,approved,2022-06-10 08:09:20.000
"120694","","",2022-05-01,2022-05-31,770000.0,770000.0,770000.0,35000,daily,IDR,approved,2022-06-10 08:12:32.000
"120696","","",2022-05-01,2022-05-31,770000.0,770000.0,770000.0,35000,daily,IDR,approved,2022-06-10 08:14:11.000
"121592","","",2022-05-01,2022-05-31,100000.0,100000.0,100000.0,50000,daily,IDR,approved,2022-06-10 08:16:27.000
"74138","","",2022-05-01,2022-05-31,1947500.0,1947500.0,1947500.0,2000000,monthly,IDR,approved,2022-06-10 08:16:49.000
"74027","","",2022-05-01,2022-05-31,3897500.0,3897500.0,3897500.0,3500000,monthly,IDR,approved,2022-06-10 08:17:18.000
"74025","","",2022-05-01,2022-05-31,1947500.0,1947500.0,1947500.0,2000000,monthly,IDR,approved,2022-06-10 08:18:03.000
"75963","","",2022-05-01,2022-05-31,585000.0,585000.0,585000.0,120000,daily,IDR,approved,2022-06-10 08:19:30.000
"93607","","",2022-05-01,2022-05-31,117000.0,117000.0,117000.0,120000,daily,IDR,approved,2022-06-10 08:20:11.000
"125721","","",2022-05-01,2022-05-31,234000.0,234000.0,234000.0,120000,daily,IDR,approved,2022-06-10 08:21:47.000
"84932","","",2022-05-01,2022-05-31,585000.0,585000.0,585000.0,120000,daily,IDR,approved,2022-06-10 08:22:29.000
"85877","","",2022-05-01,2022-05-31,117000.0,117000.0,117000.0,120000,daily,IDR,approved,2022-06-10 08:23:19.000
"125744","","",2022-05-01,2022-05-31,351000.0,351000.0,351000.0,120000,daily,IDR,approved,2022-06-10 08:24:13.000
"75218","","",2022-06-01,2022-06-30,929870.83333333,929870.83,929870.83333333,15000,hourly,IDR,approved,2022-07-04 02:49:11.000
"74053","","",2022-06-01,2022-06-30,3551296.0,3551296.0,3551296.0,3500000,monthly,IDR,approved,2022-07-09 07:32:54.000
"84541","","",2022-06-01,2022-06-30,3894095.0,3894095.0,3894095.0,3500000,monthly,IDR,approved,2022-07-09 07:34:43.000
"87864","","",2022-06-01,2022-06-30,3791922.0,3791922.0,3791922.0,3500000,monthly,IDR,approved,2022-07-09 07:36:05.000
"74052","","",2022-06-01,2022-06-30,1833312.0,1833312.0,1833312.0,1800000,monthly,IDR,approved,2022-07-09 07:44:58.000
"74050","","",2022-06-01,2022-06-30,1344683.0,1344683.0,1344683.0,1800000,monthly,IDR,approved,2022-07-09 07:47:46.000
"79738","","",2022-06-01,2022-06-30,1996113.74,1996113.74,1996113.74,1800000,monthly,IDR,approved,2022-07-09 07:49:50.000
"79765","","",2022-06-01,2022-06-30,2471051.74,2471051.74,2471051.74,1800000,monthly,IDR,approved,2022-07-09 07:51:11.000
"74461","","",2022-06-01,2022-06-30,3017014.0,3017014.0,3017014.0,3000000,monthly,IDR,approved,2022-07-09 07:56:03.000
"74042","","",2022-06-01,2022-06-30,2837882.74,2837882.74,2837882.74,2750000,monthly,IDR,approved,2022-07-09 07:57:54.000
"74556","","",2022-06-01,2022-06-30,1754406.0,1754406.0,1754406.0,1800000,monthly,IDR,approved,2022-07-09 07:58:38.000
"83884","","",2022-06-01,2022-06-30,2918494.0,2918494.0,2918494.0,3000000,monthly,IDR,approved,2022-07-09 08:00:24.000
"83885","","",2022-06-01,2022-06-30,3017014.0,3017014.0,3017014.0,3000000,monthly,IDR,approved,2022-07-09 08:01:29.000
"83902","","",2022-06-01,2022-06-30,2725079.0,2725079.0,2725079.0,2810000,monthly,IDR,approved,2022-07-09 08:04:49.000
"88348","","",2022-06-01,2022-06-30,2572753.74,2572753.74,2572753.74,2620000,monthly,IDR,approved,2022-07-09 08:06:29.000
"88357","","",2022-06-01,2022-06-30,1807882.74,1807882.74,1807882.74,1920000,monthly,IDR,approved,2022-07-09 08:08:06.000
"83888","","",2022-06-01,2022-06-30,1844896.74,1844896.74,1844896.74,1920000,monthly,IDR,approved,2022-07-09 08:08:16.000
"90377","","",2022-06-01,2022-06-30,2100000.0,2100000.0,2100000.0,1500000,monthly,IDR,approved,2022-07-09 08:10:06.000
"128325","","",2022-06-01,2022-06-30,2800000.0,2800000.0,2800000.0,5000000,monthly,IDR,approved,2022-07-09 08:12:29.000
"74465","","",2022-06-01,2022-06-30,1022572.0,1022572.0,1022572.0,45000,daily,IDR,approved,2022-07-09 08:13:25.000
"74639","","",2022-06-01,2022-06-30,663689.0,663689.0,663689.0,40000,daily,IDR,approved,2022-07-09 08:15:12.000
"74054","","",2022-06-01,2022-06-30,1162014.0,1162014.0,1162014.0,45000,daily,IDR,approved,2022-07-09 08:15:54.000
"90711","","",2022-06-01,2022-06-30,1091896.0,1091896.0,1091896.0,65000,daily,IDR,approved,2022-07-09 08:18:58.000
"121592","","",2022-06-01,2022-06-30,102961.0,102961.0,102961.0,50000,daily,IDR,approved,2022-07-09 08:20:08.000
"120696","","",2022-06-01,2022-06-30,766091.0,766091.0,766091.0,35000,daily,IDR,approved,2022-07-09 08:20:59.000
"120694","","",2022-06-01,2022-06-30,656650.0,656650.0,656650.0,35000,daily,IDR,approved,2022-07-09 08:21:49.000
"74138","","",2022-07-01,2022-07-31,1947500.0,1947500.0,1947500.0,2000000,monthly,IDR,approved,2022-07-09 08:30:12.000
"74027","","",2022-07-01,2022-07-31,3410000.0,3410000.0,3410000.0,3500000,monthly,IDR,approved,2022-07-09 08:30:34.000
"74025","","",2022-06-01,2022-06-30,1947500.0,1947500.0,1947500.0,2000000,monthly,IDR,approved,2022-07-09 08:31:10.000
"74138","","",2022-06-01,2022-06-30,1947500.0,1947500.0,1947500.0,2000000,monthly,IDR,approved,2022-07-09 08:31:37.000
"74027","","",2022-06-01,2022-06-30,3410000.0,3410000.0,3410000.0,3500000,monthly,IDR,approved,2022-07-09 08:31:57.000
"125721","","",2022-06-01,2022-06-30,702000.0,702000.0,702000.0,120000,daily,IDR,approved,2022-07-09 08:32:39.000
"84932","","",2022-06-01,2022-06-30,936000.0,936000.0,936000.0,120000,daily,IDR,approved,2022-07-09 08:33:14.000
"125744","","",2022-06-01,2022-06-30,468000.0,468000.0,468000.0,120000,daily,IDR,approved,2022-07-09 08:34:12.000
"90862","","",2022-02-01,2022-02-28,,,,65000,daily,IDR,draft,2022-03-01 06:19:49.000
"75952","","",2022-02-01,2022-02-28,,,,9000,hourly,IDR,draft,2022-03-01 06:33:45.000
"83893","","",2022-03-01,2022-03-31,,,,65000,daily,IDR,draft,2022-04-11 08:32:13.000
"74025","","",2022-07-01,2022-07-31,,,,2000000,monthly,IDR,approved,2022-07-09 08:29:30.000
"75218","","",2022-07-01,2022-07-31,,,,15000,hourly,IDR,approved,2022-08-03 13:10:01.000
"74052","","",2022-09-01,2022-09-30,,,,1800000,monthly,IDR,approved,2022-09-02 02:23:08.000
"74052","","",2022-07-01,2022-07-31,,,,1800000,monthly,IDR,approved,2022-09-02 02:23:35.000
"83884","","",2022-07-01,2022-07-31,,,,3000000,monthly,IDR,approved,2022-09-02 02:32:10.000
"79738","","",2022-07-01,2022-07-31,,,,1800000,monthly,IDR,approved,2022-09-02 02:33:16.000
"90377","","",2022-07-01,2022-07-31,,,,1500000,monthly,IDR,approved,2022-09-02 02:34:24.000
"79765","","",2022-07-01,2022-07-31,,,,1800000,monthly,IDR,approved,2022-09-02 02:35:00.000
"87864","","",2022-07-01,2022-07-31,,,,3500000,monthly,IDR,approved,2022-09-02 02:36:30.000
"90711","","",2022-07-01,2022-07-31,,,,65000,daily,IDR,approved,2022-09-02 02:49:08.000
"121592","","",2022-07-01,2022-07-31,,,,50000,daily,IDR,approved,2022-09-02 02:52:14.000
"88348","","",2022-07-01,2022-07-31,,,,2620000,monthly,IDR,approved,2022-09-02 02:53:11.000
"74049","","",2022-07-01,2022-07-31,,,,1800000,monthly,IDR,approved,2022-09-02 02:56:32.000
"74465","","",2022-07-01,2022-07-31,,,,45000,daily,IDR,approved,2022-09-02 02:57:32.000
"83888","","",2022-07-01,2022-07-31,,,,1920000,monthly,IDR,approved,2022-09-02 02:58:13.000
"74053","","",2022-07-01,2022-07-31,,,,3500000,monthly,IDR,approved,2022-09-02 02:59:14.000
"83902","","",2022-07-01,2022-07-31,,,,2810000,monthly,IDR,approved,2022-09-02 02:59:46.000
"84541","","",2022-07-01,2022-07-31,,,,3500000,monthly,IDR,approved,2022-09-02 03:01:13.000
"83885","","",2022-07-01,2022-07-31,,,,3000000,monthly,IDR,approved,2022-09-02 03:02:12.000
"74461","","",2022-07-01,2022-07-31,,,,3000000,monthly,IDR,approved,2022-09-02 03:09:12.000
"74639","","",2022-07-01,2022-07-31,,,,40000,daily,IDR,approved,2022-09-02 03:20:40.000
"74042","","",2022-07-01,2022-07-31,,,,2750000,monthly,IDR,approved,2022-09-02 03:22:03.000
"74556","","",2022-07-01,2022-07-31,,,,1800000,monthly,IDR,approved,2022-09-02 03:22:48.000
"88357","","",2022-07-01,2022-07-31,,,,1920000,monthly,IDR,approved,2022-09-02 03:24:09.000
"120694","","",2022-07-01,2022-07-31,,,,35000,daily,IDR,approved,2022-09-02 03:25:17.000
"128325","","",2022-07-01,2022-07-31,,,,5000000,monthly,IDR,approved,2022-09-02 03:26:17.000
"74054","","",2022-07-01,2022-07-31,,,,45000,daily,IDR,approved,2022-09-02 03:26:43.000
"75218","","",2022-08-01,2022-08-31,,,,15000,hourly,IDR,approved,2022-09-02 15:32:59.000
"74052","","",2022-08-01,2022-08-31,,,,1800000,monthly,IDR,approved,2022-09-10 04:51:18.000
"83884","","",2022-08-01,2022-08-31,,,,3000000,monthly,IDR,approved,2022-09-10 04:53:07.000
"79738","","",2022-08-01,2022-08-31,,,,1800000,monthly,IDR,approved,2022-09-10 04:54:48.000
"90377","","",2022-08-01,2022-08-31,,,,1500000,monthly,IDR,approved,2022-09-10 04:56:47.000
"79765","","",2022-08-01,2022-08-31,,,,1800000,monthly,IDR,approved,2022-09-10 04:58:22.000
"87864","","",2022-08-01,2022-08-31,,,,3500000,monthly,IDR,approved,2022-09-10 05:00:03.000
"90711","","",2022-08-01,2022-08-31,,,,65000,daily,IDR,approved,2022-09-10 05:02:00.000
"121592","","",2022-08-01,2022-08-31,,,,50000,daily,IDR,approved,2022-09-10 05:03:21.000
"88348","","",2022-08-01,2022-08-31,,,,2620000,monthly,IDR,approved,2022-09-10 05:04:21.000
"74049","","",2022-08-01,2022-08-31,,,,1800000,monthly,IDR,approved,2022-09-10 05:05:41.000
"74465","","",2022-08-01,2022-08-31,,,,45000,daily,IDR,approved,2022-09-10 05:07:01.000
"83888","","",2022-08-01,2022-08-31,,,,1920000,monthly,IDR,approved,2022-09-10 05:08:12.000
"74053","","",2022-08-01,2022-08-31,,,,3500000,monthly,IDR,approved,2022-09-10 05:08:33.000
"83902","","",2022-08-01,2022-08-31,,,,2810000,monthly,IDR,approved,2022-09-10 05:09:43.000
"84541","","",2022-08-01,2022-08-31,,,,3500000,monthly,IDR,approved,2022-09-10 05:11:03.000
"74042","","",2022-08-01,2022-08-31,,,,2750000,monthly,IDR,approved,2022-09-10 05:12:09.000
"88357","","",2022-08-01,2022-08-31,,,,1920000,monthly,IDR,approved,2022-09-10 05:13:01.000
"128325","","",2022-08-01,2022-08-31,,,,5000000,monthly,IDR,approved,2022-09-10 05:13:56.000
"74138","","",2022-08-01,2022-08-31,,,,2000000,monthly,IDR,approved,2022-09-10 05:14:39.000
"74025","","",2022-08-01,2022-08-31,,,,2000000,monthly,IDR,approved,2022-09-10 05:16:39.000
"74027","","",2022-08-01,2022-08-31,,,,3500000,monthly,IDR,approved,2022-09-10 05:17:13.000
"125744","","",2022-08-01,2022-08-31,,,,120000,daily,IDR,approved,2022-09-10 05:20:07.000
"125721","","",2022-08-01,2022-08-31,,,,120000,daily,IDR,approved,2022-09-10 05:20:56.000
"75963","","",2022-08-01,2022-08-31,,,,120000,daily,IDR,approved,2022-09-10 05:21:44.000
"84490","","",2022-08-01,2022-08-31,,,,120000,daily,IDR,draft,2022-09-10 05:22:31.000
"120696","","",2022-07-01,2022-07-31,,,,40000,daily,IDR,approved,2022-09-13 02:18:11.000
"120666","","",2022-07-01,2022-07-31,,,,3000000,monthly,IDR,approved,2022-09-13 02:21:08.000
"83885","","",2022-08-01,2022-08-31,,,,3000000,monthly,IDR,approved,2022-09-13 02:25:47.000
"74461","","",2022-08-01,2022-08-31,,,,3000000,monthly,IDR,approved,2022-09-13 02:26:55.000
"74639","","",2022-08-01,2022-08-31,,,,40000,daily,IDR,approved,2022-09-13 02:28:01.000
"74556","","",2022-08-01,2022-08-31,,,,1800000,monthly,IDR,approved,2022-09-13 02:28:55.000
"75218","","",2022-09-01,2022-09-30,,,,15000,hourly,IDR,draft,2022-10-04 12:39:16.000
"75218","","",2022-09-01,2022-09-30,,,,15000,hourly,IDR,approved,2022-10-04 12:39:16.000
"83884","","",2022-09-01,2022-09-30,,,,3000000,monthly,IDR,approved,2022-10-07 03:00:31.000
"79738","","",2022-09-01,2022-09-30,,,,1800000,monthly,IDR,approved,2022-10-07 03:09:37.000
"90377","","",2022-09-01,2022-09-30,,,,1500000,monthly,IDR,approved,2022-10-07 03:17:36.000
"79765","","",2022-09-01,2022-09-30,,,,1800000,monthly,IDR,approved,2022-10-07 03:18:32.000
"87864","","",2022-09-01,2022-09-30,,,,3500000,monthly,IDR,approved,2022-10-07 03:20:36.000
"90711","","",2022-09-01,2022-09-30,,,,65000,daily,IDR,approved,2022-10-07 03:24:48.000
"121592","","",2022-09-01,2022-09-30,,,,50000,daily,IDR,approved,2022-10-07 03:32:38.000
"88348","","",2022-09-01,2022-09-30,,,,2620000,monthly,IDR,approved,2022-10-07 03:33:27.000
"74049","","",2022-09-01,2022-09-30,,,,1800000,monthly,IDR,approved,2022-10-07 03:36:18.000
"74465","","",2022-09-01,2022-09-30,,,,45000,daily,IDR,approved,2022-10-07 03:41:44.000
"83888","","",2022-09-01,2022-09-30,,,,1920000,monthly,IDR,approved,2022-10-07 03:43:16.000
"74053","","",2022-09-01,2022-09-30,,,,3500000,monthly,IDR,approved,2022-10-07 03:44:40.000
"83902","","",2022-09-01,2022-09-30,,,,2810000,monthly,IDR,approved,2022-10-07 03:45:29.000
"84541","","",2022-09-01,2022-09-30,,,,3500000,monthly,IDR,approved,2022-10-07 03:46:26.000
"83885","","",2022-09-01,2022-09-30,,,,3000000,monthly,IDR,approved,2022-10-07 03:48:56.000
"74461","","",2022-09-01,2022-09-30,,,,3000000,monthly,IDR,approved,2022-10-07 03:50:52.000
"74639","","",2022-09-01,2022-09-30,,,,40000,daily,IDR,approved,2022-10-07 03:51:50.000
"74042","","",2022-09-01,2022-09-30,,,,2750000,monthly,IDR,approved,2022-10-07 03:53:15.000
"120694","","",2022-09-01,2022-09-30,,,,35000,daily,IDR,approved,2022-10-07 03:54:26.000
"128325","","",2022-09-01,2022-09-30,,,,5000000,monthly,IDR,approved,2022-10-07 03:59:35.000
"74054","","",2022-09-01,2022-09-30,,,,45000,daily,IDR,approved,2022-10-07 04:00:03.000
"120666","","",2022-08-01,2022-08-31,,,,2500000,monthly,IDR,approved,2022-10-07 04:07:49.000
"120666","","",2022-09-01,2022-09-30,,,,3000000,monthly,IDR,approved,2022-10-07 04:08:45.000
"120696","","",2022-09-01,2022-09-30,,,,40000,daily,IDR,approved,2022-10-07 04:13:23.000
"120696","","",2022-08-01,2022-08-31,,,,35000,daily,IDR,approved,2022-10-07 04:14:52.000
"146182","","",2022-09-01,2022-09-30,,,,50000,daily,IDR,approved,2022-10-07 04:32:44.000
"146166","","",2022-09-01,2022-09-30,,,,50000,daily,IDR,approved,2022-10-07 04:33:54.000
"155509","","",2022-09-01,2022-09-30,,,,1800000,monthly,IDR,approved,2022-10-07 04:39:47.000
"88357","","",2022-09-01,2022-09-30,,,,1920000,monthly,IDR,approved,2022-10-07 04:43:43.000
"125744","","",2022-09-01,2022-09-30,,,,120000,daily,IDR,approved,2022-10-07 04:55:48.000
"75963","","",2022-09-01,2022-09-30,,,,120000,daily,IDR,approved,2022-10-07 04:57:23.000
"132484","","",2022-09-01,2022-09-30,,,,120000,daily,IDR,approved,2022-10-07 05:01:09.000
